Commune,Number of sales,Average registered price per squared meter in €,MinPriceSM,MaxPriceSM,Year,,,,,,,,,,,
Lorentzweiler,1,4795.104,2952,7641,2016,,,,,,,,,,,
Luxembourg City,560,6637.884,4389,9545,2016,,,,,,,,,,,
Mamer,39,5196.4840000000004,3068,6407,2016,,,,,,,,,,,
Manternach,2,4795.104,2952,7641,2016,,,,,,,,,,,
Mersch,47,4628.3379999999997,3219,5898,2016,,,,,,,,,,,
Mertert,28,4101.125,2743,5158,2016,,,,,,,,,,,
Mertzig,2,4795.104,2952,7641,2016,,,,,,,,,,,
Mompach,0,4795.104,2952,7641,2016,,,,,,,,,,,
Mondercange,32,4530.9799999999996,3636,5978,2016,,,,,,,,,,,
Mondorf-les-Bains,57,4476.2569999999996,3036,6163,2016,,,,,,,,,,,
Niederanven,3,4795.104,2952,7641,2016,,,,,,,,,,,
Nommern,3,4795.104,2952,7641,2016,,,,,,,,,,,
Parc Hosingen,4,4795.104,2952,7641,2016,,,,,,,,,,,
Petange,153,3829.76,2607,4897,2016,,,,,,,,,,,
Preizerdaul,1,4795.104,2952,7641,2016,,,,,,,,,,,
Putscheid,0,4795.104,2952,7641,2016,,,,,,,,,,,
Rambrouch,2,4795.104,2952,7641,2016,,,,,,,,,,,
Reckange-sur-Mess,14,4455.4269999999997,2593,5267,2016,,,,,,,,,,,
Redange,0,4795.104,2952,7641,2016,,,,,,,,,,,
Reisdorf,3,4795.104,2952,7641,2016,,,,,,,,,,,
Remich,30,4318.9359999999997,2703,5830,2016,,,,,,,,,,,
Roeser,60,4893.1509999999998,3539,6015,2016,,,,,,,,,,,
Rosport,2,4795.104,2952,7641,2016,,,,,,,,,,,
Rumelange,39,4013.3209999999999,2854,4971,2016,,,,,,,,,,,
Saeul,5,4795.104,2952,7641,2016,,,,,,,,,,,
Sandweiler,14,5571.5950000000003,3842,7223,2016,,,,,,,,,,,
Sanem,95,4119.665,2805,5348,2016,,,,,,,,,,,
Schengen,23,3983.527,2873,5217,2016,,,,,,,,,,,
Schieren,6,4795.104,2952,7641,2016,,,,,,,,,,,
Schifflange,77,4313.2240000000002,2751,5967,2016,,,,,,,,,,,
Schuttrange,11,4875.5709999999999,2435,6078,2016,,,,,,,,,,,
Septfontaines,0,4795.104,2952,7641,2016,,,,,,,,,,,
Stadtbredimus,11,4290.8990000000003,3456,5359,2016,,,,,,,,,,,
Steinfort,14,4342.7939999999999,2877,5994,2016,,,,,,,,,,,
Steinsel,15,5279.1409999999996,3381,7342,2016,,,,,,,,,,,
Strassen,56,6417.0540000000001,4462,7961,2016,,,,,,,,,,,
Tandel,6,4795.104,2952,7641,2016,,,,,,,,,,,
Troisvierges,3,4795.104,2952,7641,2016,,,,,,,,,,,
Tuntange,4,4795.104,2952,7641,2016,,,,,,,,,,,
Useldange,4,4795.104,2952,7641,2016,,,,,,,,,,,
Vallée de l'Ernz,11,3523.471,2128,4884,2016,,,,,,,,,,,
Vianden,5,4795.104,2952,7641,2016,,,,,,,,,,,
Vichten,2,4795.104,2952,7641,2016,,,,,,,,,,,
Wahl,1,4795.104,2952,7641,2016,,,,,,,,,,,
Waldbillig,3,4795.104,2952,7641,2016,,,,,,,,,,,
Waldbredimus,1,4795.104,2952,7641,2016,,,,,,,,,,,
Walferdange,44,5248.8310000000001,4123,6858,2016,,,,,,,,,,,
Weiler-la-Tour,6,4795.104,2952,7641,2016,,,,,,,,,,,
Weiswampach,8,4795.104,2952,7641,2016,,,,,,,,,,,
Wiltz,19,3144.3910000000001,1854,4477,2016,,,,,,,,,,,
Wincrange,3,4795.104,2952,7641,2016,,,,,,,,,,,
Winseler,9,4795.104,2952,7641,2016,,,,,,,,,,,
Wormeldange,12,3733.1889999999999,2602,5094,2016,,,,,,,,,,,
National Average,,4795.1040000000003,2952,7641,2016,,,,,,,,,,,
Beaufort,4,5102.931,3032,8096,2017,,,,,,,,,,,
Bech,0,5102.931,3032,8096,2017,,,,,,,,,,,
Beckerich,6,5102.931,3032,8096,2017,,,,,,,,,,,
Berdorf,8,5102.931,3032,8096,2017,,,,,,,,,,,
Bertrange,35,6500.8469999999998,4031,9600,2017,,,,,,,,,,,
Bettembourg,57,5047.4369999999999,3813,6587,2017,,,,,,,,,,,
Bettendorf,4,5102.931,3032,8096,2017,,,,,,,,,,,
Betzdorf,7,5102.931,3032,8096,2017,,,,,,,,,,,
Bissen,17,4338.5990000000002,2962,5675,2017,,,,,,,,,,,
Biwer,2,5102.931,3032,8096,2017,,,,,,,,,,,
Boevange-sur-Attert,6,5102.931,3032,8096,2017,,,,,,,,,,,
Boulaide,3,5102.931,3032,8096,2017,,,,,,,,,,,
Bourscheid,6,5102.931,3032,8096,2017,,,,,,,,,,,
Bous,9,5102.931,3032,8096,2017,,,,,,,,,,,
Clervaux,18,3567.86,2784,4610,2017,,,,,,,,,,,
Colmar-Berg,16,4526.1170000000002,3330,5641,2017,,,,,,,,,,,
Consdorf,5,5102.931,3032,8096,2017,,,,,,,,,,,
Contern,16,5659.4740000000002,4726,7561,2017,,,,,,,,,,,
Dalheim,7,5102.931,3032,8096,2017,,,,,,,,,,,
Diekirch,45,4614.0829999999996,3234,6086,2017,,,,,,,,,,,
Differdange,242,4265.9979999999996,2993,5512,2017,,,,,,,,,,,
Dippach,18,4897.9309999999996,3621,6513,2017,,,,,,,,,,,
Dudelange,151,4333.4930000000004,3018,5669,2017,,,,,,,,,,,
Echternach,40,4079.6819999999998,2463,4991,2017,,,,,,,,,,,
Ell,6,5102.931,3032,8096,2017,,,,,,,,,,,
Erpeldange,12,4207.625,2642,5420,2017,,,,,,,,,,,
Esch-sur-Alzette,321,4298.2950000000001,2710,5985,2017,,,,,,,,,,,
Esch-sur-Sûre,11,3324.5410000000002,2541,3933,2017,,,,,,,,,,,
Ettelbruck,69,4294.7430000000004,3226,5644,2017,,,,,,,,,,,
Feulen,8,5102.931,3032,8096,2017,,,,,,,,,,,
Fischbach,4,5102.931,3032,8096,2017,,,,,,,,,,,
Flaxweiler,1,5102.931,3032,8096,2017,,,,,,,,,,,
Frisange,43,5138.2449999999999,3630,6681,2017,,,,,,,,,,,
Garnich,0,5102.931,3032,8096,2017,,,,,,,,,,,
Goesdorf,5,5102.931,3032,8096,2017,,,,,,,,,,,
Grevenmacher,31,4508.6109999999999,3501,5815,2017,,,,,,,,,,,
Grosbous,6,5102.931,3032,8096,2017,,,,,,,,,,,
Heffingen,4,5102.931,3032,8096,2017,,,,,,,,,,,
Hesperange,135,5792.701,4123,7139,2017,,,,,,,,,,,
Hobscheid,19,4276.9440000000004,2195,4910,2017,,,,,,,,,,,
Junglinster,21,5269.8180000000002,3983,6527,2017,,,,,,,,,,,
Kaerjeng,60,4322.1239999999998,2858,5474,2017,,,,,,,,,,,
Kayl,90,4608.4120000000003,2740,5933,2017,,,,,,,,,,,
Kehlen,20,4414.18,2754,5673,2017,,,,,,,,,,,
Kiischpelt,1,5102.931,3032,8096,2017,,,,,,,,,,,
Koerich,0,5102.931,3032,8096,2017,,,,,,,,,,,
Kopstal,7,5102.931,3032,8096,2017,,,,,,,,,,,
Lac de la Haute-Sûre,2,5102.931,3032,8096,2017,,,,,,,,,,,
Larochette,15,3807.627,2362,4593,2017,,,,,,,,,,,
Lenningen,8,5102.931,3032,8096,2017,,,,,,,,,,,
Leudelange,16,6097.3069999999998,4569,7585,2017,,,,,,,,,,,
Lintgen,17,4900.8869999999997,3406,6202,2017,,,,,,,,,,,
Lorentzweiler,23,5042.9639999999999,2464,6332,2017,,,,,,,,,,,
Luxembourg City,660,7074.2650000000003,4636,9635,2017,,,,,,,,,,,
Mamer,40,5715.7790000000005,3921,6793,2017,,,,,,,,,,,
Manternach,2,5102.931,3032,8096,2017,,,,,,,,,,,
Mersch,68,4809.692,3495,6234,2017,,,,,,,,,,,
Mertert,28,4300.8429999999998,2989,5498,2017,,,,,,,,,,,
Mertzig,3,5102.931,3032,8096,2017,,,,,,,,,,,
Mompach,0,5102.931,3032,8096,2017,,,,,,,,,,,
Mondercange,37,4624.1909999999998,3482,5722,2017,,,,,,,,,,,
Mondorf-les-Bains,58,4778.4250000000002,3435,5997,2017,,,,,,,,,,,
Niederanven,10,6341.0910000000003,4678,9292,2017,,,,,,,,,,,
Nommern,6,5102.931,3032,8096,2017,,,,,,,,,,,
Parc Hosingen,11,3312.529,2524,4069,2017,,,,,,,,,,,
Petange,161,4140.0829999999996,2826,5417,2017,,,,,,,,,,,
Preizerdaul,2,5102.931,3032,8096,2017,,,,,,,,,,,
Putscheid,6,5102.931,3032,8096,2017,,,,,,,,,,,
Rambrouch,3,5102.931,3032,8096,2017,,,,,,,,,,,
Reckange-sur-Mess,17,4442.598,2459,5420,2017,,,,,,,,,,,
Redange,8,5102.931,3032,8096,2017,,,,,,,,,,,
Reisdorf,5,5102.931,3032,8096,2017,,,,,,,,,,,
Remich,36,4410.2280000000001,2815,6417,2017,,,,,,,,,,,
Roeser,58,5459.41,4336,7096,2017,,,,,,,,,,,
Rosport,4,5102.931,3032,8096,2017,,,,,,,,,,,
Rumelange,41,4002.2289999999998,2255,5464,2017,,,,,,,,,,,
Saeul,5,5102.931,3032,8096,2017,,,,,,,,,,,
Sandweiler,28,5920.732,4336,7298,2017,,,,,,,,,,,
Sanem,103,4651.0140000000001,3303,6124,2017,,,,,,,,,,,
Schengen,24,4597.21,3437,5646,2017,,,,,,,,,,,
Schieren,11,4788.7529999999997,3704,5303,2017,,,,,,,,,,,
Schifflange,82,4693.7060000000001,3081,6342,2017,,,,,,,,,,,
Schuttrange,8,5102.931,3032,8096,2017,,,,,,,,,,,
Septfontaines,24,4365.74,3408,5650,2017,,,,,,,,,,,
Stadtbredimus,10,4515.2690000000002,3414,6374,2017,,,,,,,,,,,
Steinfort,24,4678.7690000000002,3993,5860,2017,,,,,,,,,,,
Steinsel,16,5745.5789999999997,4598,7696,2017,,,,,,,,,,,
Strassen,79,6820.9790000000003,5056,8686,2017,,,,,,,,,,,
Tandel,2,5102.931,3032,8096,2017,,,,,,,,,,,
Troisvierges,2,5102.931,3032,8096,2017,,,,,,,,,,,
Tuntange,11,4681.857,4065,5249,2017,,,,,,,,,,,
Useldange,9,5102.931,3032,8096,2017,,,,,,,,,,,
Vallée de l'Ernz,6,5102.931,3032,8096,2017,,,,,,,,,,,
Vianden,4,5102.931,3032,8096,2017,,,,,,,,,,,
Vichten,2,5102.931,3032,8096,2017,,,,,,,,,,,
Wahl,0,5102.931,3032,8096,2017,,,,,,,,,,,
Waldbillig,2,5102.931,3032,8096,2017,,,,,,,,,,,
Waldbredimus,0,5102.931,3032,8096,2017,,,,,,,,,,,
Walferdange,47,5707.0240000000003,4394,7256,2017,,,,,,,,,,,
Weiler-la-Tour,6,5102.931,3032,8096,2017,,,,,,,,,,,
Weiswampach,17,3593.4560000000001,2340,6232,2017,,,,,,,,,,,
Wiltz,31,3386.2710000000002,2040,6075,2017,,,,,,,,,,,
Wincrange,10,3311.7759999999998,2512,4442,2017,,,,,,,,,,,
Winseler,5,5102.931,3032,8096,2017,,,,,,,,,,,
Wormeldange,9,5102.931,3032,8096,2017,,,,,,,,,,,
National Average,,5102.9309999999996,3032,8096,2017,,,,,,,,,,,
Beaufort,7,5576.048,3203,9210,2018,,,,,,,,,,,
Bech,2,5576.048,3203,9210,2018,,,,,,,,,,,
Beckerich,12,4425.8130000000001,3307,6015,2018,,,,,,,,,,,
Berdorf,2,5576.048,3203,9210,2018,,,,,,,,,,,
Bertrange,44,7478.94,5436,10381,2018,,,,,,,,,,,
Bettembourg,59,5154.9219999999996,3798,6609,2018,,,,,,,,,,,
Bettendorf,5,5576.048,3203,9210,2018,,,,,,,,,,,
Betzdorf,6,5576.048,3203,9210,2018,,,,,,,,,,,
Bissen,12,4804.8969999999999,3086,5822,2018,,,,,,,,,,,
Biwer,1,5576.048,3203,9210,2018,,,,,,,,,,,
Boulaide,5,5576.048,3203,9210,2018,,,,,,,,,,,
Bourscheid,1,5576.048,3203,9210,2018,,,,,,,,,,,
Bous,5,5576.048,3203,9210,2018,,,,,,,,,,,
Clervaux,31,3703.2249999999999,3003,4775,2018,,,,,,,,,,,
Colmar-Berg,27,4534.0659999999998,3716,5470,2018,,,,,,,,,,,
Consdorf,0,5576.048,3203,9210,2018,,,,,,,,,,,
Contern,14,5807.3720000000003,4974,7429,2018,,,,,,,,,,,
Dalheim,9,5576.048,3203,9210,2018,,,,,,,,,,,
Diekirch,33,4695.884,3373,6209,2018,,,,,,,,,,,
Differdange,292,4608.201,3106,5911,2018,,,,,,,,,,,
Dippach,22,5130.902,4270,5925,2018,,,,,,,,,,,
Dudelange,155,4726.3729999999996,3070,6617,2018,,,,,,,,,,,
Echternach,19,4605.0429999999997,3202,6383,2018,,,,,,,,,,,
Ell,8,5576.048,3203,9210,2018,,,,,,,,,,,
Erpeldange-sur-Sûre,7,5576.048,3203,9210,2018,,,,,,,,,,,
Esch-sur-Alzette,343,4639.0770000000002,3089,6221,2018,,,,,,,,,,,
Esch-sur-Sûre,8,5576.048,3203,9210,2018,,,,,,,,,,,
Ettelbruck,55,4618.3869999999997,2971,6598,2018,,,,,,,,,,,
Feulen,3,5576.048,3203,9210,2018,,,,,,,,,,,
Fischbach,3,5576.048,3203,9210,2018,,,,,,,,,,,
Flaxweiler,0,5576.048,3203,9210,2018,,,,,,,,,,,
Frisange,36,5358.4489999999996,3650,6923,2018,,,,,,,,,,,
Garnich,3,5576.048,3203,9210,2018,,,,,,,,,,,
Goesdorf,7,5576.048,3203,9210,2018,,,,,,,,,,,
Grevenmacher,37,4843.0069999999996,3856,6049,2018,,,,,,,,,,,
Grosbous,4,5576.048,3203,9210,2018,,,,,,,,,,,
Habscht,38,4573.0410000000002,3303,5835,2018,,,,,,,,,,,
Heffingen,2,5576.048,3203,9210,2018,,,,,,,,,,,
Helperknapp,16,4484.2439999999997,2800,5342,2018,,,,,,,,,,,
Hesperange,109,6474.2830000000004,4866,8338,2018,,,,,,,,,,,
Junglinster,33,5827.3959999999997,4821,6994,2018,,,,,,,,,,,
Käerjeng,51,4793.7700000000004,3396,6258,2018,,,,,,,,,,,
Kayl,85,5018.03,3631,6415,2018,,,,,,,,,,,
Kehlen,23,5437.076,3154,6966,2018,,,,,,,,,,,
Kiischpelt,2,5576.048,3203,9210,2018,,,,,,,,,,,
Koerich,4,5576.048,3203,9210,2018,,,,,,,,,,,
Kopstal,9,5576.048,3203,9210,2018,,,,,,,,,,,
Lac de la Haute-Sûre,3,5576.048,3203,9210,2018,,,,,,,,,,,
Larochette,10,4006.61,3041,4835,2018,,,,,,,,,,,
Lenningen,4,5576.048,3203,9210,2018,,,,,,,,,,,
Leudelange,30,6662.3670000000002,4972,8114,2018,,,,,,,,,,,
Lintgen,16,4736.0720000000001,2378,7699,2018,,,,,,,,,,,
Lorentzweiler,17,6025.8860000000004,3442,7345,2018,,,,,,,,,,,
Luxembourg City,667,8099.0649999999996,5465,11173,2018,,,,,,,,,,,
Mamer,39,5704.1809999999996,3953,7364,2018,,,,,,,,,,,
Manternach,1,5576.048,3203,9210,2018,,,,,,,,,,,
Mersch,51,5331.0870000000004,3399,6862,2018,,,,,,,,,,,
Mertert,22,4506.9390000000003,3117,5650,2018,,,,,,,,,,,
Mertzig,6,5576.048,3203,9210,2018,,,,,,,,,,,
Mondercange,37,4911.8379999999997,3617,6225,2018,,,,,,,,,,,
Mondorf-les-Bains,52,5504.732,4017,7147,2018,,,,,,,,,,,
Niederanven,8,5576.048,3203,9210,2018,,,,,,,,,,,
Nommern,0,5576.048,3203,9210,2018,,,,,,,,,,,
Parc Hosingen,10,3790.8069999999998,2684,5270,2018,,,,,,,,,,,
Petange,166,4606.1689999999999,3269,5982,2018,,,,,,,,,,,
Preizerdaul,2,5576.048,3203,9210,2018,,,,,,,,,,,
Putscheid,1,5576.048,3203,9210,2018,,,,,,,,,,,
Rambrouch,10,3343.1770000000001,2264,4509,2018,,,,,,,,,,,
Reckange-sur-Mess,8,5576.048,3203,9210,2018,,,,,,,,,,,
Redange,11,4601.3,3337,5968,2018,,,,,,,,,,,
Reisdorf,2,5576.048,3203,9210,2018,,,,,,,,,,,
Remich,35,4521.6530000000002,2805,6510,2018,,,,,,,,,,,
Roeser,51,6020.0820000000003,4869,7887,2018,,,,,,,,,,,
Rosport-Mompach,4,5576.048,3203,9210,2018,,,,,,,,,,,
Rumelange,22,4238.4110000000001,2750,5285,2018,,,,,,,,,,,
Saeul,6,5576.048,3203,9210,2018,,,,,,,,,,,
Sandweiler,17,6233.3779999999997,4047,8172,2018,,,,,,,,,,,
Sanem,113,4787.6750000000002,3425,6100,2018,,,,,,,,,,,
Schengen,29,4453.3239999999996,3087,5446,2018,,,,,,,,,,,
Schieren,3,5576.048,3203,9210,2018,,,,,,,,,,,
Schifflange,86,5380.1909999999998,4016,6846,2018,,,,,,,,,,,
Schuttrange,13,5800.9709999999995,4269,7454,2018,,,,,,,,,,,
Stadtbredimus,14,4877.59,3399,6510,2018,,,,,,,,,,,
Steinfort,25,4880.6390000000001,3459,6064,2018,,,,,,,,,,,
Steinsel,22,5939.89,4676,7643,2018,,,,,,,,,,,
Strassen,54,7367.3329999999996,5107,9749,2018,,,,,,,,,,,
Tandel,9,5576.048,3203,9210,2018,,,,,,,,,,,
Troisvierges,6,5576.048,3203,9210,2018,,,,,,,,,,,
Useldange,3,5576.048,3203,9210,2018,,,,,,,,,,,
Vallée de l'Ernz,10,4146.4549999999999,2638,5068,2018,,,,,,,,,,,
Vianden,5,5576.048,3203,9210,2018,,,,,,,,,,,
Vichten,7,5576.048,3203,9210,2018,,,,,,,,,,,
Wahl,0,5576.048,3203,9210,2018,,,,,,,,,,,
Waldbillig,4,5576.048,3203,9210,2018,,,,,,,,,,,
Waldbredimus,3,5576.048,3203,9210,2018,,,,,,,,,,,
Walferdange,47,6362.1149999999998,4141,8325,2018,,,,,,,,,,,
Weiler-la-Tour,4,5576.048,3203,9210,2018,,,,,,,,,,,
Weiswampach,21,4265.5519999999997,2639,5608,2018,,,,,,,,,,,
Wiltz,52,3503.4929999999999,2578,5384,2018,,,,,,,,,,,
Wincrange,8,5576.048,3203,9210,2018,,,,,,,,,,,
Winseler,7,5576.048,3203,9210,2018,,,,,,,,,,,
Wormeldange,11,4120.3959999999997,3136,4943,2018,,,,,,,,,,,
National Average,,5576.0479999999998,3203,9210,2018,,,,,,,,,,,
Beaufort,4,6057.491,3482,10224,2019,,,,,,,,,,,
Bech,0,6057.491,3482,10224,2019,,,,,,,,,,,
Beckerich,7,6057.491,3482,10224,2019,,,,,,,,,,,
Berdorf,7,6057.491,3482,10224,2019,,,,,,,,,,,
Bertrange,30,8534.3809999999994,6059,12519,2019,,,,,,,,,,,
Bettembourg,40,5993.6239999999998,4536,7667,2019,,,,,,,,,,,
Bettendorf,9,6057.491,3482,10224,2019,,,,,,,,,,,
Betzdorf,7,6057.491,3482,10224,2019,,,,,,,,,,,
Bissen,15,5131.8149999999996,2229,7762,2019,,,,,,,,,,,
Biwer,2,6057.491,3482,10224,2019,,,,,,,,,,,
Boulaide,3,6057.491,3482,10224,2019,,,,,,,,,,,
Bourscheid,8,6057.491,3482,10224,2019,,,,,,,,,,,
Bous,9,6057.491,3482,10224,2019,,,,,,,,,,,
Clervaux,29,3750.9459999999999,2414,4909,2019,,,,,,,,,,,
Colmar-Berg,23,5080.1270000000004,4077,6298,2019,,,,,,,,,,,
Consdorf,4,6057.491,3482,10224,2019,,,,,,,,,,,
Contern,8,6057.491,3482,10224,2019,,,,,,,,,,,
Dalheim,4,6057.491,3482,10224,2019,,,,,,,,,,,
Diekirch,34,5077.9399999999996,2792,6969,2019,,,,,,,,,,,
Differdange,302,4955.3950000000004,3383,6385,2019,,,,,,,,,,,
Dippach,19,5692.6360000000004,3975,7653,2019,,,,,,,,,,,
Dudelange,134,5301.83,3799,6966,2019,,,,,,,,,,,
Echternach,31,4709.5950000000003,3430,5714,2019,,,,,,,,,,,
Ell,5,6057.491,3482,10224,2019,,,,,,,,,,,
Erpeldange-sur-Sûre,9,6057.491,3482,10224,2019,,,,,,,,,,,
Esch-sur-Alzette,273,5111.0659999999998,3204,7072,2019,,,,,,,,,,,
Esch-sur-Sûre,5,6057.491,3482,10224,2019,,,,,,,,,,,
Ettelbruck,51,5126.3959999999997,3547,6318,2019,,,,,,,,,,,
Feulen,1,6057.491,3482,10224,2019,,,,,,,,,,,
Fischbach,3,6057.491,3482,10224,2019,,,,,,,,,,,
Flaxweiler,1,6057.491,3482,10224,2019,,,,,,,,,,,
Frisange,29,5606.8090000000002,4090,7764,2019,,,,,,,,,,,
Garnich,0,6057.491,3482,10224,2019,,,,,,,,,,,
Goesdorf,4,6057.491,3482,10224,2019,,,,,,,,,,,
Grevenmacher,34,5112.5649999999996,2996,6737,2019,,,,,,,,,,,
Grosbous,6,6057.491,3482,10224,2019,,,,,,,,,,,
Habscht,22,4566.1959999999999,2805,6130,2019,,,,,,,,,,,
Heffingen,9,6057.491,3482,10224,2019,,,,,,,,,,,
Helperknapp,8,6057.491,3482,10224,2019,,,,,,,,,,,
Hesperange,100,7529.6750000000002,5597,10075,2019,,,,,,,,,,,
Junglinster,18,5919.7479999999996,3876,7894,2019,,,,,,,,,,,
Käerjeng,40,5202.5,3645,6514,2019,,,,,,,,,,,
Kayl,85,5669.2979999999998,3964,7328,2019,,,,,,,,,,,
Kehlen,11,6502.9570000000003,4847,7362,2019,,,,,,,,,,,
Kiischpelt,1,6057.491,3482,10224,2019,,,,,,,,,,,
Koerich,4,6057.491,3482,10224,2019,,,,,,,,,,,
Kopstal,9,6057.491,3482,10224,2019,,,,,,,,,,,
Lac de la Haute-Sûre,6,6057.491,3482,10224,2019,,,,,,,,,,,
Larochette,9,6057.491,3482,10224,2019,,,,,,,,,,,
Lenningen,3,6057.491,3482,10224,2019,,,,,,,,,,,
Leudelange,10,7444.5460000000003,5398,10581,2019,,,,,,,,,,,
Lintgen,20,5385.33,3541,6756,2019,,,,,,,,,,,
Lorentzweiler,15,6573.6530000000002,4871,8154,2019,,,,,,,,,,,
Luxembourg City,544,9028.8880000000008,6111,12528,2019,,,,,,,,,,,
Mamer,29,6360.4260000000004,3697,7801,2019,,,,,,,,,,,
Manternach,0,6057.491,3482,10224,2019,,,,,,,,,,,
Mersch,42,5391.43,3648,7648,2019,,,,,,,,,,,
Mertert,24,5054.0510000000004,4476,5847,2019,,,,,,,,,,,
Mertzig,4,6057.491,3482,10224,2019,,,,,,,,,,,
Mondercange,38,5627.777,3828,7429,2019,,,,,,,,,,,
Mondorf-les-Bains,46,5799.2920000000004,4301,7270,2019,,,,,,,,,,,
Niederanven,4,6057.491,3482,10224,2019,,,,,,,,,,,
Nommern,1,6057.491,3482,10224,2019,,,,,,,,,,,
Parc Hosingen,17,3734.7930000000001,2252,5487,2019,,,,,,,,,,,
Petange,158,4968.3670000000002,3424,6523,2019,,,,,,,,,,,
Preizerdaul,0,6057.491,3482,10224,2019,,,,,,,,,,,
Putscheid,0,6057.491,3482,10224,2019,,,,,,,,,,,
Rambrouch,6,6057.491,3482,10224,2019,,,,,,,,,,,
Reckange-sur-Mess,9,6057.491,3482,10224,2019,,,,,,,,,,,
Redange,6,6057.491,3482,10224,2019,,,,,,,,,,,
Reisdorf,2,6057.491,3482,10224,2019,,,,,,,,,,,
Remich,38,4988.7579999999998,2967,7526,2019,,,,,,,,,,,
Roeser,50,6254.0640000000003,5006,7740,2019,,,,,,,,,,,
Rosport-Mompach,3,6057.491,3482,10224,2019,,,,,,,,,,,
Rumelange,40,4821.4179999999997,3342,6847,2019,,,,,,,,,,,
Saeul,7,6057.491,3482,10224,2019,,,,,,,,,,,
Sandweiler,18,6697.7870000000003,4498,8144,2019,,,,,,,,,,,
Sanem,87,5190.53,3969,6645,2019,,,,,,,,,,,
Schengen,31,4913.1490000000003,2341,7395,2019,,,,,,,,,,,
Schieren,7,6057.491,3482,10224,2019,,,,,,,,,,,
Schifflange,95,5884.6930000000002,3967,7748,2019,,,,,,,,,,,
Schuttrange,9,6057.491,3482,10224,2019,,,,,,,,,,,
Stadtbredimus,15,4868.9650000000001,3541,6797,2019,,,,,,,,,,,
Steinfort,13,5164.2250000000004,3502,6099,2019,,,,,,,,,,,
Steinsel,10,6497.4570000000003,3854,8956,2019,,,,,,,,,,,
Strassen,51,8374.2489999999998,5674,12720,2019,,,,,,,,,,,
Tandel,8,6057.491,3482,10224,2019,,,,,,,,,,,
Troisvierges,5,6057.491,3482,10224,2019,,,,,,,,,,,
Useldange,5,6057.491,3482,10224,2019,,,,,,,,,,,
Vallée de l'Ernz,8,6057.491,3482,10224,2019,,,,,,,,,,,
Vianden,4,6057.491,3482,10224,2019,,,,,,,,,,,
Vichten,1,6057.491,3482,10224,2019,,,,,,,,,,,
Wahl,2,6057.491,3482,10224,2019,,,,,,,,,,,
Waldbillig,1,6057.491,3482,10224,2019,,,,,,,,,,,
Waldbredimus,1,6057.491,3482,10224,2019,,,,,,,,,,,
Walferdange,43,6733.7529999999997,5190,7707,2019,,,,,,,,,,,
Weiler-la-Tour,12,6358.8720000000003,4922,11586,2019,,,,,,,,,,,
Weiswampach,20,4308.8559999999998,3123,6893,2019,,,,,,,,,,,
Wiltz,38,3943.857,2559,5433,2019,,,,,,,,,,,
Wincrange,3,6057.491,3482,10224,2019,,,,,,,,,,,
Winseler,7,6057.491,3482,10224,2019,,,,,,,,,,,
Wormeldange,13,5201.6409999999996,3246,8498,2019,,,,,,,,,,,
National Average,,6057.491,3482,10224,2019,,,,,,,,,,,
Beaufort,0,7013.651,3936,11386,2020,,,,,,,,,,,
Bech,1,7013.651,3936,11386,2020,,,,,,,,,,,
Beckerich,6,7013.651,3936,11386,2020,,,,,,,,,,,
Berdorf,12,5109.8050000000003,3125,8048,2020,,,,,,,,,,,
Bertrange,53,10087.75,5854,13850,2020,,,,,,,,,,,
Bettembourg,39,6962.4979999999996,4733,9119,2020,,,,,,,,,,,
Bettendorf,12,5178.9260000000004,3409,6774,2020,,,,,,,,,,,
Betzdorf,3,7013.651,3936,11386,2020,,,,,,,,,,,
Bissen,21,6149.6930000000002,4323,8489,2020,,,,,,,,,,,
Biwer,0,7013.651,3936,11386,2020,,,,,,,,,,,
Boulaide,1,7013.651,3936,11386,2020,,,,,,,,,,,
Bourscheid,6,7013.651,3936,11386,2020,,,,,,,,,,,
Bous,5,7013.651,3936,11386,2020,,,,,,,,,,,
Clervaux,27,4351.6059999999998,3028,5680,2020,,,,,,,,,,,
Colmar-Berg,16,5460.9769999999999,3975,7895,2020,,,,,,,,,,,
Consdorf,3,7013.651,3936,11386,2020,,,,,,,,,,,
Contern,8,7013.651,3936,11386,2020,,,,,,,,,,,
Dalheim,2,7013.651,3936,11386,2020,,,,,,,,,,,
Diekirch,39,6083.0519999999997,3596,8219,2020,,,,,,,,,,,
Differdange,258,5998.6670000000004,3758,8002,2020,,,,,,,,,,,
Dippach,10,6997.6189999999997,4941,8239,2020,,,,,,,,,,,
Dudelange,142,6467.7950000000001,4316,8777,2020,,,,,,,,,,,
Echternach,28,5344.43,3936,6974,2020,,,,,,,,,,,
Ell,5,7013.651,3936,11386,2020,,,,,,,,,,,
Erpeldange-sur-Sûre,9,7013.651,3936,11386,2020,,,,,,,,,,,
Esch-sur-Alzette,290,6021.2449999999999,3964,8126,2020,,,,,,,,,,,
Esch-sur-Sûre,11,5021.5889999999999,2819,6935,2020,,,,,,,,,,,
Ettelbruck,42,5507.0339999999997,3885,7420,2020,,,,,,,,,,,
Feulen,2,7013.651,3936,11386,2020,,,,,,,,,,,
Fischbach,3,7013.651,3936,11386,2020,,,,,,,,,,,
Flaxweiler,0,7013.651,3936,11386,2020,,,,,,,,,,,
