Commune,Number of sales,Average registered price per squared meter in Euros,MinPriceSM,MaxPriceSM,ARPsm_VEPA,MinPriceSM_VEPA,MaxPriceSM_VEPA,Year
Troisvierges,9,7013.651,3936,11386,8014.137,4406,12830,2020
Useldange,3,7013.651,3936,11386,5597.8,3611,6589,2020
Vall? de l'Ernz,8,7013.651,3936,11386,8014.137,4406,12830,2020
Vianden,10,4871.424,2929,6840,8014.137,4406,12830,2020
Vichten,7,7013.651,3936,11386,8014.137,4406,12830,2020
Wahl,1,7013.651,3936,11386,8014.137,4406,12830,2020
Waldbillig,5,7013.651,3936,11386,8014.137,4406,12830,2020
Waldbredimus,1,7013.651,3936,11386,8014.137,4406,12830,2020
Walferdange,35,8745.353,5399,12661,10297.04,8393,12624,2020
Weiler-la-Tour,11,7396.082,4554,9335,8014.137,4406,12830,2020
Weiswampach,22,4604.129,4018,5356,4676.454,3623,5868,2020
Wiltz,40,4132.73,2899,6037,4387.193,3753,5009,2020
Wincrange,2,7013.651,3936,11386,8014.137,4406,12830,2020
Winseler,2,7013.651,3936,11386,8014.137,4406,12830,2020
Wormeldange,14,5848.607,4003,7510,7283.857,5934,8671,2020
Beaufort,1,7562.748,4202,12055,5110.479,3978,6831,2021
Bech,0,7562.748,4202,12055,8328.162,4462,13398,2021
Beckerich,11,5796.739,4038,7079,8328.162,4462,13398,2021
Berdorf,12,5610.163,3125,8048,8328.162,4462,13398,2021
Bertrange,59,10248.5,6372,13850,12508.21,6567,15490,2021
Bettembourg,46,7065.449,5139,8409,8328.162,4462,13398,2021
Bettendorf,10,5760.253,4271,7270,5928.688,4386,6364,2021
Betzdorf,6,7562.748,4202,12055,8328.162,4462,13398,2021
Bissen,30,6467.053,3685,8800,7438.165,6699,9645,2021
Biwer,0,7562.748,4202,12055,8328.162,4462,13398,2021
Boulaide,1,7562.748,4202,12055,8328.162,4462,13398,2021
Bourscheid,3,7562.748,4202,12055,5188.875,4329,6169,2021
Bous,8,7562.748,4202,12055,8328.162,4462,13398,2021
Clervaux,25,4688.47,3028,5680,4903.056,4046,5669,2021
Colmar-Berg,17,6245.733,3975,7895,8328.162,4462,13398,2021
Consdorf,3,7562.748,4202,12055,8328.162,4462,13398,2021
Contern,15,8232.312,5449,10530,8328.162,4462,13398,2021
Dalheim,3,7562.748,4202,12055,8328.162,4462,13398,2021
Diekirch,42,6164.791,3888,7971,7047.645,5856,8723,2021
Differdange,305,6613.595,4017,8839,7223.409,5813,8802,2021
Dippach,15,7373.321,5928,9030,8328.162,4462,13398,2021
Dudelange,158,6819.912,4424,9034,7579.097,5883,9171,2021
Echternach,30,5324.28,3631,6470,8328.162,4462,13398,2021
Ell,11,5850.77,4669,7512,8328.162,4462,13398,2021
Erpeldange-sur-S?e,9,7562.748,4202,12055,8328.162,4462,13398,2021
Esch-sur-Alzette,311,6477.536,4159,8849,7101.214,5345,8058,2021
Esch-sur-S?e,13,5265.06,2819,6935,8328.162,4462,13398,2021
Ettelbruck,55,6120.966,3931,9259,7872.833,6409,8903,2021
Feulen,3,7562.748,4202,12055,8328.162,4462,13398,2021
Fischbach,3,7562.748,4202,12055,8328.162,4462,13398,2021
Flaxweiler,1,7562.748,4202,12055,8328.162,4462,13398,2021
Frisange,26,6836.003,5192,8346,7004.12,5152,8676,2021
Garnich,3,7562.748,4202,12055,8328.162,4462,13398,2021
Goesdorf,7,7562.748,4202,12055,8328.162,4462,13398,2021
Grevenmacher,23,6248.841,4351,8067,8328.162,4462,13398,2021
Grosbous,6,7562.748,4202,12055,8328.162,4462,13398,2021
Habscht,29,6611.759,4352,9184,8328.162,4462,13398,2021
Heffingen,6,7562.748,4202,12055,8328.162,4462,13398,2021
Helperknapp,18,6780.201,4632,8907,6458.125,5459,6985,2021
Hesperange,112,8879.934,6101,11224,9987.847,7660,12000,2021
Junglinster,21,7607.73,4753,9633,7897.061,5903,9636,2021
K?rjeng,53,6483.877,4563,8757,8328.162,4462,13398,2021
Kayl,103,7177.147,4823,8772,7080.117,5475,9210,2021
Kehlen,18,7778.446,4763,10876,8328.162,4462,13398,2021
Kiischpelt,2,7562.748,4202,12055,8328.162,4462,13398,2021
Koerich,6,7562.748,4202,12055,8328.162,4462,13398,2021
Kopstal,17,8661.839,5395,12743,9956.929,8806,10850,2021
Lac de la Haute-S?e,0,7562.748,4202,12055,4470.737,3974,5019,2021
Larochette,17,5741.251,3899,7581,8328.162,4462,13398,2021
Lenningen,5,7562.748,4202,12055,8328.162,4462,13398,2021
Leudelange,14,8605.874,6225,11703,8328.162,4462,13398,2021
Lintgen,14,7926.153,5297,10002,8542.827,6524,11006,2021
Lorentzweiler,16,8488.527,6538,10552,8535.747,7981,9973,2021
Luxembourg City,590,10753.31,7631,14061,12043.98,9006,16489,2021
Mamer,38,8193.478,4728,10286,8525.211,7037,9590,2021
Manternach,2,7562.748,4202,12055,8328.162,4462,13398,2021
Mersch,56,6774.072,4342,9426,8182.034,6314,10059,2021
Mertert,29,6092.819,3778,8288,6346.823,5189,8481,2021
Mertzig,4,7562.748,4202,12055,8328.162,4462,13398,2021
Mondercange,39,7099.025,3770,9104,7716.722,4813,9245,2021
Mondorf-les-Bains,63,7091.208,5092,9488,9285.071,6553,11239,2021
Niederanven,2,7562.748,4202,12055,8328.162,4462,13398,2021
Nommern,4,7562.748,4202,12055,8328.162,4462,13398,2021
Parc Hosingen,12,5138.558,3565,6755,8328.162,4462,13398,2021
Petange,179,6347.4,3914,8415,6413.226,4698,8853,2021
Preizerdaul,3,7562.748,4202,12055,8328.162,4462,13398,2021
Putscheid,1,7562.748,4202,12055,8328.162,4462,13398,2021
Rambrouch,3,7562.748,4202,12055,6346.311,4002,7186,2021
Reckange-sur-Mess,3,7562.748,4202,12055,8328.162,4462,13398,2021
Redange,8,7562.748,4202,12055,8328.162,4462,13398,2021
Reisdorf,4,7562.748,4202,12055,8328.162,4462,13398,2021
Remich,29,6742.355,4260,8381,9416.114,5997,10999,2021
Roeser,57,8009.745,5745,9936,8728.359,8307,9892,2021
Rosport-Mompach,3,7562.748,4202,12055,8328.162,4462,13398,2021
Rumelange,37,5919.899,3882,8959,8328.162,4462,13398,2021
Saeul,4,7562.748,4202,12055,8328.162,4462,13398,2021
Sandweiler,24,7946.743,6232,9369,8923.151,6761,11120,2021
Sanem,119,6954.774,4595,9255,7543.572,5813,8652,2021
Schengen,27,6268.924,4286,8612,8328.162,4462,13398,2021
Schieren,11,6262.215,4177,8866,8328.162,4462,13398,2021
Schifflange,109,7864.685,5041,9977,8328.162,4462,13398,2021
Schuttrange,14,7301.463,4602,8980,8328.162,4462,13398,2021
Stadtbredimus,12,6542.102,3761,8678,8328.162,4462,13398,2021
Steinfort,15,7472.665,4480,10115,7645.255,6381,8678,2021
Steinsel,20,8216.039,4846,11269,8948.008,7925,10067,2021
Strassen,73,9998.379,6867,12472,10181.37,7285,14385,2021
Tandel,3,7562.748,4202,12055,8328.162,4462,13398,2021
Troisvierges,17,4571.306,3573,6489,8328.162,4462,13398,2021
Useldange,6,7562.748,4202,12055,5597.8,3611,6589,2021
Vall? de l'Ernz,8,7562.748,4202,12055,8328.162,4462,13398,2021
Vianden,7,7562.748,4202,12055,8328.162,4462,13398,2021
Vichten,6,7562.748,4202,12055,8328.162,4462,13398,2021
Wahl,1,7562.748,4202,12055,6516.123,5531,7292,2021
Waldbillig,6,7562.748,4202,12055,8328.162,4462,13398,2021
Waldbredimus,1,7562.748,4202,12055,7390.262,6359,8397,2021
Walferdange,54,8915.935,5900,12661,10833.99,7324,12734,2021
Weiler-la-Tour,7,7562.748,4202,12055,8328.162,4462,13398,2021
Weiswampach,33,4516.001,3498,5643,4704.013,3623,5931,2021
Wiltz,26,4318.547,2904,6132,4745.887,3753,5622,2021
Wincrange,5,7562.748,4202,12055,8328.162,4462,13398,2021
Winseler,6,7562.748,4202,12055,8328.162,4462,13398,2021
Wormeldange,18,5798.188,4003,7510,8328.162,4462,13398,2021
